,surface_points,surface_disp_step1,surface_disp_step2,surface_disp_step3,surface_disp_step4,surface_disp_step5,surface_disp_step6,surface_disp_step7,surface_disp_step8,surface_disp_step9,surface_disp_step10
106,0.030468750000000003,7.298961543586024,12.891312406581267,17.50527389068308,21.31208898724129,24.45298979543933,27.044480354027165,29.18267476416785,30.946869154190267,32.40248611895051,33.60350279083587
107,0.030078125000000004,10.939599145759855,19.322166169390766,26.238547596013845,31.94518630857462,36.65367532526085,40.538601211796745,43.74401500434705,46.38877201643241,48.570938378535516,50.37142707283229
108,0.029687500000000002,14.584852283468626,25.760044981566374,34.9803011175613,42.587679780629074,48.86435138661337,54.04310551717458,58.31600111711568,61.84149644718598,64.75032917004283,67.15036656440428
109,0.029296875,18.21485939862271,32.17202274873696,43.68787646358575,53.18944410593019,61.029053087360026,67.4974046221669,72.8343527940311,77.2377977968909,80.87102399763009,83.86875459942976
110,0.02890625,21.848253717824015,38.589056095814826,52.401388943536396,63.79760012678991,73.20036336016561,80.95839486308303,87.35940230383775,92.64076175323282,96.99832435534148,100.59368120891193
111,0.028515625000000003,25.462034094703668,44.97227333417124,61.069843121356904,74.35168923141538,85.31033022318262,94.35213374687993,101.81238712228873,107.96773029734591,113.04641411919475,117.23676429081901
112,0.028125,29.077966220994618,51.35856435597312,69.74167531006309,84.90914583547517,97.42350128558779,107.7488468647389,116.26809536319703,123.29717465542684,129.096747381362,133.88187929602776
113,0.027734375,32.669948711037584,57.70318104497961,78.35764607422966,95.39929131236514,109.4600670589952,121.06138084246413,130.63343625954084,138.53118647754692,145.04749689635378,150.42400534810966
114,0.02734375,36.262842175638134,64.04888022445643,86.97442289091511,105.88976457393117,121.49641496958435,134.37315269667576,144.99750526945812,153.76346524071425,160.99610482775745,166.96363282538098
115,0.026953125,39.82748929136615,70.34511597552746,95.52462909225443,116.29979683317814,133.44102684340822,147.58396259314443,159.2530606469653,168.88104010686527,176.82492936951536,183.3793058241752
116,0.026562500000000003,43.39180306157969,76.6404362090376,104.0730600910001,126.70710578435605,145.38198573237838,160.79025958318786,173.50333329054928,183.99265659209564,192.64721005060048,199.78793194249565
117,0.026171875000000004,46.923619523434844,82.8785853616717,112.54432217659685,137.02097901178604,157.21623297583355,173.878983405395,187.62713119616,198.9704941936753,208.32971330319936,216.0518512719929
118,0.025781250000000002,50.45385657087967,89.11381709054251,121.01122209312813,147.32907065714832,169.04338374594374,186.95943421317432,201.74162541650676,213.9381373535933,224.0012591602165,232.30416373240917
